id,name,price,vat_rate,category,organization_id
1651,Knedle s jah.náp.   ,1.99,20.0,pastry/sweet,3
1652,Torti 2-min.        ,0.89,20.0,basic/pasta,3
1653,Tuniak 3x80g        ,2.99,20.0,basic/canned-fish,3
1654,Kolienka 500g       ,1.19,20.0,basic/pasta,3
1655,Broskyne plo. 1kg   ,1.79,20.0,home/maintenence,3
1656,Závin mak           ,1.89,20.0,pastry/sweet,3
1657,Magic Mouse         ,1.49,20.0,frozen/sweet,3
1658,OLIVOVY OLEJ 500ML,6.35,20.0,basic/oil-acid-grease,79
1659,DANCAKE CHLEB 500G,1.89,20.0,pastry/basic,79
1660,OLZ VANOCKA 500G-,3.25,20.0,basic/oil-acid-grease,79
1661,vanilinovy cukr 5ks*20g,1.35,20.0,health/vitamins-ointments,79
1662,LIZATKO V OVOCE 12G,0.45,20.0,snacks/sweet,79
1663,FINE LIFE SUNKA PRO DETI 100G,1.69,20.0,meat/meat-products,79
1664,ARO KNEDLA 550G KYSNUTA,1.39,20.0,basic/instant,79
1665,mentos 38g,0.69,20.0,health/vitamins-ointments,79
1666,"Chemicke svetlo 1,5x15 , zlta",1.4,20.0,drinks/beer,86
1667,Zľava hodnotou,-0.28,20.0,pastry/sweet,86
1668,"Chemicke svetlo 1,5x15 , cervena",1.5,20.0,fruits-veg/vegetable,86
1669,Zľava hodnotou,-0.9,20.0,pastry/sweet,86
1670,Cappuccino,2.4,10.0,basic/tea-coffee-soups,87
1671,Espresso Alessandro,1.8,10.0,basic/tea-coffee-soups,87
1672,Zmrzlina,1.5,10.0,frozen/sweet,87
1673,Citrón sorbet,1.5,20.0,snacks/sweet,88
1674,Kelímok ICE,0.0,20.0,basic/spread,88
1675,Červený melón,1.5,20.0,fruits-veg/fruit,88
1676,Jahoda-malina sorbet,1.5,20.0,frozen/sweet,88
1677,Mozartova čokoláda,1.5,20.0,pastry/sweet,88
1678,Čoko-kokos,1.5,20.0,snacks/sweet,88
1679,Kornútok zdarma,0.0,20.0,basic/spices,88
1680,TS Závin tvaroh.400g,1.89,20.0,dairy/cheese,41
1681,TS Závin makový 400g,1.89,20.0,pastry/sweet,41
1682,Oreo Zlate 154 g    ,1.95,20.0,snacks/sweet,41
1683,"TS Cer.mlieko 3,5%1l",0.99,10.0,dairy/milk,41
1684,TS Mozzarella 125 g ,0.95,20.0,dairy/cheese,41
1685,TS Maslo 250 g      ,1.89,10.0,dairy/butter,41
1686,7 Days Cro. jah. 60g,0.79,20.0,pastry/sweet,41
1687,7 Days kak.-kok. 60g,0.79,20.0,pastry/sweet,41
1688,TS Lístko.cesto 275g,0.99,20.0,basic/baking,41
1689,TS Kura.prs.šun.100g,1.29,20.0,meat/meat-products,41
1690,Kajzerka nat. 60 g  ,0.15,20.0,pastry/basic,41
1691,Kajzerka cer. 60 g  ,0.16,20.0,pastry/basic,41
1692,KAVENKY CAPPUCCINO  ,0.69,20.0,basic/tea-coffee-soups,41
1693,CC 7 Days kak.-kok. ,-0.4,20.0,basic/tea-coffee-soups,41
1694,DONTODENT medzizub.k. sup.j             ,1.95,20.0,drugstore/dental,16
1695,parodontax z.pasta 2x75ml               ,5.45,20.0,drugstore/dental,16
1696,"WYWAR JOZEF II 0,5l",2.6,10.0,basic/tea-coffee-soups,83
1697,Studené misy,5.0,10.0,snacks/salty,83
1698,Liminada MIX,6.5,20.0,drinks/non-alcoholic,83
1699,Espresso 8g,1.9,10.0,home/maintenence,83
1700,Cappucino 9g,2.5,10.0,drinks/juice,83
1701,"Cappy jablko 0,25l",2.5,10.0,drinks/juice,83
1702,Pink Gintonic 2.9dcl,5.1,10.0,home/maintenence,83
1703,Vyprážaný encián- Hranolky,8.9,10.0,frozen/instant,83
1704,Dresing - Tatarská omáčka,2.0,10.0,basic/sauces,83
1705,Pizza Americana,9.4,10.0,frozen/instant,83
1706,"Kofola čap. 0,5l",2.0,10.0,drinks/non-alcoholic,83
1707,Gintonic 2.9dcl,4.9,10.0,home/maintenence,83
1708,Sóda s citrónom 1l,3.5,10.0,snacks/sweet,83
1709,"Voda 0,3l",0.0,10.0,drinks/mineral-water,83
1710,A Hranolky Porcia,3.5,10.0,dairy/cheese,83
1711,Voda 1l,0.0,10.0,drinks/mineral-water,83
1712,Dresing - Kečup,2.0,10.0,basic/sauces,83
1713,35084504            ,9.0,20.0,fruits-veg/fruit,48
1714,34423304            ,7.0,20.0,fruits-veg/fruit,48
1715,35080715            ,10.0,20.0,fruits-veg/fruit,48
1716,35084506            ,9.0,20.0,fruits-veg/fruit,48
1717,34181406            ,7.0,20.0,fruits-veg/fruit,48
1718,EVO 95,1.70996640537514,20.0,auto/fuel,4
1719,MBL riasenka                            ,11.95,20.0,basic/baking,16
1720,s.he korektor tyčinka 194/0             ,2.95,20.0,snacks/sweet,16
1721,PA KAPESNICKY 10KS 3V,1.29,20.0,home/plants-garden,79
1722,linteo kosmeticke ubrousky  70ks,1.99,20.0,home/maintenence,79
1723,ROZOK,0.17,10.0,pastry/basic,79
1724,MLEKO CERSTVE 3.5* 1L,1.35,10.0,dairy/milk,79
1725,Provazek juta 50g,1.49,20.0,snacks/sweet,79
1726,BAMBOO PARATKA 200KS,0.79,20.0,fruits-veg/vegetable,79
1727,fine life sunka nejvyssi jakosti 100g,1.69,20.0,meat/meat-products,79
1728,OLZ VANOCKA 500G-,2.69,20.0,pastry/sweet,79
1729,essa kukurice zrna 340g,1.49,20.0,snacks/salty,79
1730,Alibona kukurice 210g/110g cukrova zrna,0.99,20.0,snacks/sweet,79
1731,GUSTO TROPHY 50G,0.45,20.0,drinks/non-alcoholic,79
1732,1A Ostrokyslá,2.2,10.0,dairy/lact-free,74
1735,Tonic               ,0.69,20.0,drinks/non-alcoholic,3
1736,Zľava Lidl Plus     ,-0.69,20.0,drugstore/beauty,3
1737,Záloh. fľaša plast  ,0.15,0.0,dairy/cheese,3
1738,Uhorky šalátové     ,0.69,10.0,fruits-veg/vegetable,3
1739,Kozm.vreckov. Aloe  ,2.49,20.0,home/maintenence,3
1740,Rajo maslo          ,1.76,10.0,dairy/butter,3
1741,Bánovecká nátierka  ,1.19,20.0,basic/spread,3
1742,Bio ovocné pyré     ,0.75,20.0,basic/canned-fruits-vegetable,3
1743,Tyčinka ban.jab.ar  ,0.59,20.0,snacks/sweet,3
1744,Paprika žltá        ,3.9908256880733934,10.0,fruits-veg/vegetable,3
1745,Cherry par.datľové  ,2.29,10.0,fruits-veg/vegetable,3
1746,Broskyne            ,2.9921259842519685,20.0,fruits-veg/fruit,3
1749,babylove plien.na pl. L 12k             ,4.95,20.0,baby/supplies-hygiene,16
1750,"babylove man,bros,ovos,1R,1             ",0.75,20.0,baby/supplies-hygiene,16
1751,"babylove BIO mango&papaja,1             ",0.75,20.0,meat/meat-products,16
1752,"babylove vatové tyč.,72ks               ",0.95,20.0,baby/supplies-hygiene,16
1753,"babylove jah,jab,musli,1R,1             ",0.75,20.0,baby/supplies-hygiene,16
1754,dmBio Tyčinka ban.jabl.viš.             ,0.7,20.0,baby/food,16
1755,dmBio Ovoc. tyč. jab-hroz 2             ,0.7,20.0,baby/food,16
1756,Paw Patrol ovoc. kapsička 1             ,1.25,20.0,basic/tea-coffee-soups,16
1757,dmBio ov. tyčinka jab mang              ,0.7,20.0,baby/food,16
1758,dmBio ov. tyčinka ban-čuč.              ,0.7,20.0,baby/food,16
1759,"Rajo mlieko 3,5% 1 l",1.59,10.0,dairy/milk,41
1760,HF Spagety 500 g    ,0.79,20.0,basic/pasta,41
1761,MENTOS FRUIT 38g    ,0.85,20.0,snacks/sweet,41
1762,TMG Brikety 2.5kg   ,3.85,20.0,home/maintenence,41
1763,TS broskyne bal. 1kg,1.99,20.0,fruits-veg/fruit,41
1764,GH Cibula balená 1kg,1.79,10.0,fruits-veg/vegetable,41
1765,Úde. Oravská sla.200,1.89,20.0,meat/smoked,41
1766,"TS Cer.mlieko 3,5%1l",0.99,10.0,dairy/milk,41
1767,TS zemiaky B 2 kg   ,2.89,10.0,fruits-veg/vegetable,41
1768,TS gran.pad.str.100g,1.85,20.0,home/accessories,41
1769,"Uhorka šalátová,ks  ",0.69,10.0,fruits-veg/vegetable,41
1770,TS Mozzar.str. 200 g,2.19,20.0,dairy/cheese,41
1771,TS Eidam blok 250 g ,2.49,20.0,dairy/cheese,41
1772,TS Zelenin.mix 450 g,1.19,20.0,fruits-veg/vegetable,41
1773,TS citróny 500 g    ,1.39,20.0,fruits-veg/fruit,41
1774,TS Špekačky 1kg     ,6.59,20.0,fruits-veg/vegetable,41
1775,Vian.maslo hroz.500g,4.19,20.0,dairy/butter,41
1776,TS baby parad. 250 g,2.19,10.0,baby/supplies-hygiene,41
1777,TS Kur.ho.stehno BBQ,6.488888888888889,20.0,meat/meat,41
1778,Kuracie rezne       ,6.983240223463687,10.0,meat/meat,41
1779,TS šalát ladový ks  ,1.49,10.0,fruits-veg/vegetable,41
1780,Kornbageta 115 g    ,0.44,20.0,pastry/basic,41
1781,Bageta fran. 110 g  ,0.39,20.0,pastry/basic,41
1782,Dyňa červená kg     ,0.990625,20.0,fruits-veg/vegetable,41
1783, ZL.ESICKA 220g     ,1.69,20.0,basic/pasta,41
1784,Rožok štandard 50 g ,0.13,10.0,pastry/basic,41
1785,TUTTI FRUTTI 15g    ,0.34,20.0,frozen/instant,41
1786,CC TS zemiaky B 2 kg,-1.0,10.0,fruits-veg/vegetable,41
1787,Sada 5/4 čier.hadice,29.9,20.0,home/office,47
1788,"Fixačný kolík, 6ks  ",3.69,20.0,home/office,47
1789,HÁK S METR ZÁVITOM Z,78.54166666666667,20.0,snacks/salty,47
1790,Spona hadicová poz. ,1.69,20.0,home/maintenence,47
1791,Doppio,2.6,20.0,dairy/eggs,90
1792,Cappuccino,2.6,20.0,basic/tea-coffee-soups,90
1793,Pijo Bio,3.0,20.0,dairy/joghurts,90
1794,Krabička 4ks,0.6,20.0,other,91
1795,De Luxe,4.4,20.0,drinks/wine,91
1796,Svieža jahoda,3.6,20.0,dairy/joghurts,91
1797,"Kofola 0,5L",1.9,10.0,drinks/non-alcoholic,92
1798,"Kofola 0,3L",1.5,10.0,drinks/non-alcoholic,92
1799,"Tvaroh.pirôžky s maslom,kakao",9.9,10.0,dairy/cheese,92
1800,Bryndzové halušky so slaninou,10.5,10.0,frozen/instant,92
1801,1/2 Šúľance s makom ,7.0,10.0,frozen/sweet,92
1802,Cesnaková polievka,4.5,10.0,basic/tea-coffee-soups,92
1803,01 PX2JFD9 D-ŠORTKY                     ,16.99,20.0,home/cleaning,6
1804,Rabat               ,-7.4,20.0,fruits-veg/vegetable,6
1805,Zľava Lidl Plus     ,-0.84,20.0,drugstore/beauty,3
1806,Trubičky mliečne    ,0.18,20.0,dairy/milk,3
1807,Taštič. višňa-pud.  ,0.59,20.0,pastry/sweet,3
1808,Zľava Lidl Plus     ,-0.59,20.0,drugstore/beauty,3
1809,Syr.guľôčky neúd.   ,1.69,20.0,dairy/cheese,3
1810,Zľava Lidl Plus     ,-0.34,20.0,drugstore/beauty,3
1811,Banány              ,1.087866108786611,20.0,fruits-veg/fruit,3
1812,Tekuté mydlo ol.    ,1.29,20.0,drugstore/hygiene,3
1813,Cherry par.datľ.    ,2.69,10.0,fruits-veg/vegetable,3
1814,Cuketa              ,1.1764705882352942,10.0,fruits-veg/vegetable,3
1815,DIXI Šamp. čaj.ol.  ,2.49,20.0,drugstore/hygiene,3
1816,Maslo               ,1.11,10.0,dairy/butter,3
1817,Instant. kakao náp  ,3.29,20.0,basic/tea-coffee-soups,3
1818,Dusená šunka Pure   ,0.99,20.0,meat/meat-products,3
1819,Vajcia voľný výbeh  ,3.49,20.0,dairy/eggs,3
1820,Pyré-jablko&hruška  ,0.59,20.0,drinks/juice,3
1821,Pyré-Jablko&Banán   ,0.59,20.0,drinks/juice,3
1822,Ferrero Giotto      ,3.99,20.0,drinks/alcohol,3
1823,Broskyne            ,3.3865814696485623,20.0,basic/canned-fruits-vegetable,3
1824,Croissant maslový   ,0.5499999999999999,20.0,pastry/sweet,3
1825,HUBERT E LUXE 0.75L,6.99,20.0,dairy/cheese,79
1826,rafaello 150g,4.19,20.0,fruits-veg/vegetable,79
1827,TIC TAC POMAR 18g,0.6,20.0,basic/sauces,93
1828,KOMPRIMAT ZLOM 150g,1.17,20.0,health/vitamins-ointments,93
1829,"PIVO SM MNICH 0,5l",0.5,20.0,drinks/beer,94
1830,"PIVO GAMBRINUS 10´ 0,5L",0.65,20.0,drinks/beer,94
1831,"pivo KRUSOVICE 10% 0,5l",0.73,20.0,drinks/beer,94
1832,BANANY 1kg,1.603960396039604,20.0,fruits-veg/fruit,94
1833,ROZOK hladky tukovy  50 VILIJA,0.15,10.0,pastry/basic,94
1834,LINTEO KAPESNIKY 2vrs.,2.15,20.0,home/maintenence,94
1835,BAN NATIER NATUR 200G  MILSY,2.16,20.0,basic/canned-fruits-vegetable,94
1836,MLIEKO PLNOTUCNE BOHE MILK 1l,1.49,10.0,dairy/milk,94
1837,KOLIENKA GIANA 400g,0.83,20.0,basic/pasta,94
1838,LIZAT DUHA  7G,0.08,20.0,home/office,94
1839,TIC TAC  MINT 18g,0.6,20.0,pastry/sweet,95
1840,KOMPRIMAT ZLOM 150g,1.17,20.0,health/vitamins-ointments,95
1841,CURAPROX 5460 3KS ,9.89,20.0,drugstore/dental,19
1842,OLYNTH HA 0.05%  10ML,6.09,10.0,health/medical-supplies,19
1843,OLYNTH HA 0.1% 10ML iba rep /160 v kartone,6.09,10.0,home/office,19
1844,CURAPROX 5500 ultra soft kids zubná kefka 1x1 k,4.06,20.0,drugstore/dental,19
1845,200g Batátové hranolčeky,4.5,10.0,drinks/beer,84
1846,60g Majonéza,2.5,10.0,basic/sauces,84
1847,SPODNÁ BIELIZEN TANGÁ Ž                 ,12.9,20.0,dairy/joghurts,97
1848,Žlava               ,-4.0,20.0,other,97
1849,SPODNÁ BIELIZEN PUSH UP Ž               ,39.9,20.0,drugstore/hygiene,97
1850,Žlava               ,-14.0,20.0,other,97
1851,EVO Diesel,1.6029310739638194,20.0,auto/fuel,4
1852,Peč.slan.sendvič    ,2.99,20.0,pastry/basic,1
1853,KRUPICA DET. 500g   ,0.49,20.0,basic/wheat-legumes,1
1854,"Mango,pomar.karot.  ",2.69,10.0,dairy/joghurts,1
1855,ZÁLOHA PET          ,0.15,0.0,drinks/non-alcoholic,1
1856,Zeler voľný         ,2.301136363636364,20.0,fruits-veg/vegetable,1
1857,Dyňa.čer.vcelku     ,0.9892525647288714,20.0,basic/spices,1
1858,CLEVER mrkva 1kg    ,1.19,20.0,fruits-veg/vegetable,1
1859,Mozartove gule      ,1.99,20.0,pastry/basic,3
1860,Raffaelo            ,4.99,20.0,drinks/alcohol,3
1861,Mrkva voľná         ,1.9939577039274925,20.0,fruits-veg/vegetable,3
1862,Tvaroh hrudk.250g   ,1.39,20.0,dairy/cheese,3
1863,Mozzarella Classic  ,0.99,20.0,dairy/cheese,3
1864,Biely jogurt 1kg    ,2.29,10.0,dairy/joghurts,3
1865,Smotan. nát. prír.  ,1.25,20.0,basic/spread,3
1866,Farm.dolné stehná   ,4.684813753581662,10.0,meat/meat,3
1867,Farm.horné stehná   ,4.690966719492868,10.0,meat/meat,3
1868,Červené jablká      ,0.8866995073891626,10.0,fruits-veg/fruit,3
1869,Biele hrozno 500g   ,1.99,20.0,fruits-veg/fruit,3
1870,Ražný chlieb 500g   ,1.19,20.0,pastry/basic,3
1871,Kváskový bochník    ,1.79,20.0,pastry/basic,3
1872,Broskyne            ,3.4929356357927785,20.0,basic/canned-fruits-vegetable,3
1873,Opavia Piškóty      ,1.59,20.0,snacks/sweet,3
1874,Banány              ,0.7855822550831792,20.0,fruits-veg/fruit,3
1875,Cher.par.stra.600g  ,1.99,10.0,fruits-veg/vegetable,3
1876,Rovnako pekný pár   ,1.99,10.0,free-time/books-news-magazines,3
1877,Piškóty 250g        ,1.09,20.0,snacks/sweet,3
1878,Mamba               ,1.19,20.0,baby/fake-food,3
1879,Pern.medvedíky200g  ,0.89,20.0,dairy/joghurts,3
1880,Banány              ,0.7983193277310925,20.0,fruits-veg/fruit,3
1881,Kešu - med          ,2.49,20.0,fruits-veg/dried-nuts,3
1882,Bio ovocné pyré     ,0.75,20.0,basic/canned-fruits-vegetable,3
1883,Gambrinus           ,0.99,20.0,fruits-veg/vegetable,3
1884,Záloh. plechovka    ,0.15,0.0,other,3
1885,"Gambrinus 10,25°    ",0.89,20.0,drinks/beer,3
1886,Zl.Bažant 12°       ,1.15,20.0,drinks/beer,3
1887,Zl. Bažant 10°      ,0.89,20.0,drinks/beer,3
1888,Záloh. fľaša plast  ,0.15,0.0,dairy/cheese,3
1889,"Delikat.pap.,100g   ",1.39,20.0,basic/canned-fruits-vegetable,3
1890,Zemiak. lup. soľ    ,1.99,20.0,snacks/salty,3
1891,Leštidlo do umývač  ,1.29,20.0,home/cleaning,3
1892,Toffifee 5ks        ,6.99,20.0,snacks/sweet,3
1893,Pringles Original   ,2.29,20.0,snacks/salty,3
1894,Rod.srd. kak.-kok.  ,1.29,20.0,pastry/sweet,3
1895,Zemiaky skoré       ,1.3895781637717122,10.0,fruits-veg/vegetable,3
1896,Neo sušienky        ,1.29,20.0,snacks/sweet,3
1897,Croissanty krém     ,1.89,20.0,drugstore/beauty,3
1898,Croissant marhuľa   ,3.49,20.0,pastry/sweet,3
1899,Pistácie lúp.sol.   ,2.49,20.0,snacks/salty,3
1900,Penové cukríky      ,1.29,20.0,snacks/sweet,3
1901,Šťavnaté želé cuk.  ,1.29,20.0,snacks/sweet,3
1902,Happy Bears         ,1.89,20.0,snacks/salty,3
1903,Arašidy fajita      ,0.99,20.0,fruits-veg/dried-nuts,3
1904,Ovs.tyč.-čuč./mal.  ,0.35,20.0,snacks/sweet,3
1905,Taštička pizzová    ,0.59,20.0,pastry/salty,3
1906,Červ.jablká 1kg     ,1.49,10.0,fruits-veg/vegetable,3
1907,Pap.vreckovky10x10  ,1.39,20.0,fruits-veg/vegetable,3
1908,"Denná polievka 0,25l",1.0,10.0,eating,84
1909,Denné Menu 1,5.9,10.0,eating,84
1910,762476983076 ITS Serviette Uterák,9.99,20.0,dairy/joghurts,100
1911,"SCHMINCKE HORADAM perylene violet 371, 5 ml",5.8,20.0,baby/supplies-hygiene,101
1912,"SCHMINCKE HORADAM purple magenta 367, 5 ml",7.1,20.0,drinks/alcohol,101
1913,KOLIBRI s.1014-č.4 AKVAREL,3.9,20.0,basic/flavoring,101
1914,KOLIBRI s.568-č.4 PÍSMO,3.3,20.0,fruits-veg/fruit,101
1915,KOLIBRI s.568-č.0 PÍSMO,3.0,20.0,fruits-veg/fruit,101
1916,"Kofola 0,5l",2.0,10.0,drinks/non-alcoholic,84
1917,"Voľba sládkov 0,4l",2.8000000000000003,10.0,fruits-veg/vegetable,84
1918,"0,5L Domáca limonáda",3.0,10.0,basic/sauces,84
1919,60g BBQ omáčka,2.5,10.0,basic/sauces,84
1920,ENERGY FRUIT JELLIES X5 ,4.6,20.0,basic/canned-fruits-vegetable,75
1921,AQUASHOES 120 AD BLACK 4,13.0,20.0,home/cleaning,75
1922,"Kofola 0,3l",1.5,10.0,drinks/non-alcoholic,84
1923,Denné Menu 2,6.9,10.0,eating,84
1924,"coca cola 0,5l, pet ",3.5,10.0,home/maintenence,104
1925,kinder bueno 43g ,2.5,10.0,snacks/sweet,104
1926,NUROFEN SIRUP 2% 100ML POMARANC,6.34,10.0,basic/flavoring,19
1927,DIFFUSIL REPELENT PLUS 16% (rep!!) 100ml,4.09,20.0,home/maintenence,19
1928,FENISTIL GEL 50 g ,13.29,10.0,health/vitamins-ointments,19
1929,Natural Ultra 95 + ST(4),1.6388206388206388,20.0,auto/fuel,18
1930,"HAPPY DAY šťava jablko 100% 0,2l",1.0,10.0,drinks/juice,80
1931,CAPPUCCINO 8g,3.5,10.0,basic/tea-coffee-soups,80
1932,"Citronáda - citrónová limonáda 1,0 l",7.8,10.0,drinks/non-alcoholic,80
1933,Cheesecake NUTELLA - BANÁN,5.5,10.0,basic/instant,80
1934,PAVLOVA TORTA francúzsky zákusok,5.95,10.0,fruits-veg/vegetable,80
1935,EXOTIQUE francúzsky zákusok,5.95,10.0,basic/sauces,80
1936,"180g Grilované hnedé šampiňóny s feta syrom, varené zemiaky",9.5,10.0,basic/canned-fruits-vegetable,84
1937,+60g Tatárska omáčka,2.5,10.0,basic/sauces,84
1938,"160g Palacinky s džemom/ nutelové/ tvarohové, šľahačka, čoko toping",5.9,10.0,snacks/sweet,84
1939,"0,30l Fazuľová s klobásou a údeným mäsom, široké rezance",4.5,10.0,meat/smoked,84
1940,60g Tatárska omáčka,2.5,10.0,basic/sauces,84
1941,424599 Akva. farby  ,6.99,20.0,free-time/visual,3
1942,Zľava Lidl Plus     ,-1.0,20.0,drugstore/beauty,3
1943,Dom. kocky v b.č.   ,1.79,20.0,pastry/basic,3
1944,Vyhukanec nocny L,5.0,0.0,home/office,106
1945,Jelene na snehu L,5.0,0.0,dairy/butter,106
1946,Liskanie L,5.0,0.0,basic/baking,106
1947,Veveryska M,5.0,0.0,home/accessories,106
1948,Aperol 11%          ,9.99,20.0,snacks/sweet,3
1949,"Mandrínky 2,3kg     ",3.69,20.0,fruits-veg/vegetable,3
1950,Soľ do umýv.riadu   ,0.95,20.0,home/cleaning,3
1951,Farm.kur.prs.rezne  ,8.49083215796897,10.0,meat/meat,3
1952,"Kozm.obr., 2-vrst.  ",1.39,20.0,drugstore/beauty,3
1953,Kozmetické vreck.   ,1.15,20.0,home/maintenence,3
1954,Šunka od kosti      ,1.69,20.0,meat/meat-products,3
1955,Parená knedľa       ,1.69,20.0,basic/instant,3
1956,Kyslá smotana 250g  ,0.69,10.0,dairy/cream,3
1957,Morčacia šunka      ,1.29,20.0,meat/meat-products,3
1958,Gouda plátkový syr  ,1.49,20.0,dairy/cheese,3
1959,Bio banány          ,1.994047619047619,20.0,fruits-veg/fruit,3
1960,PÁNSKE TRIČKO     ,6.99,20.0,dairy/joghurts,107
1961,PARTY OKULIARE    ,2.49,20.0,pets,107
1962,PARTY OKULIARE    ,2.99,20.0,pets,107
1963,KÁBEL CYKY 5CX4 /200,7.8,20.0,home/office,47
1964,Vesta výstražná oran,2.5,20.0,home/accessories,47
1965,Ohr.vody priet.NEO  ,132.0,20.0,home/office,47
1966,GLACIDET ICE FREE -3,8.1,20.0,home/maintenence,47
1967,MAMUTGLUE 290ML BIEL,7.39,20.0,pastry/sweet,47
1968,FLEX.NEREZ HADIČKA  ,2.8,20.0,home/maintenence,47
1969,FLEX.NEREZ HADIČKA  ,2.5,20.0,home/maintenence,47
1970,DVOJNIPL MOSADZ     ,0.8000000000000002,20.0,dairy/cheese,47
1971,"MOSADZNÝ T-KUS, MMM ",2.3,20.0,fashion/clothes,47
1972,Istič KMB6-B2 (5)   ,7.15,20.0,health/vitamins-ointments,47
1973,ŽELÉ KOCKA - MANDARÍN.,1.2,20.0,snacks/sweet,44
1974,ŽELÉ KOCKA - MALINOVÁ,1.2,20.0,frozen/fruit-vegetable,44
1975,GUĽKA KOKOSOVÁ,0.8,20.0,pastry/sweet,44
1976,TORTOVÝ REZ,1.5,20.0,pastry/sweet,44
1977,RUSKÝ REZ,0.75,20.0,snacks/sweet,44
1978,GUĽA ČOKOLÁDOVÁ,1.2,20.0,pastry/sweet,44
1979,* 3 05     Super 95 Natural,1.569069069069069,20.0,auto/fuel,39
1980,"Svetelný park - Bratislava (Svetla rozprávajú...) (2023-11-16): December 2023: pracovné dni (pondelok - štvrtok) / Deti (3+), seniori, študenti",10.0,20.0,home/laundry,109
1981,Svetelný park - Bratislava (Svetla rozprávajú...) (2023-11-16): December 2023: pracovné dni (pondelok - štvrtok) / Rodina (max. 2 dospelí + 3 deti),34.0,20.0,meat/meat-products,109
1982,Lesozber M,4.0,0.0,fashion/clothes,106
1983,Vino ALAZANI WALLEY biele 100 ml,2.25,20.0,drinks/wine,110
1984,Chačapuri po megrelsky-Gruzínsky syrový koláč,9.45,20.0,dairy/cheese,110
1985,Doprava,2.05,20.0,free-time/books-news-magazines,110
1986,"104176 BRB Love ocean bábika           
",13.99,20.0,free-time/toys,10
1987,3 Pletené rukavice  ,4.99,20.0,home/accessories,111
1988,59759101            ,1.3,20.0,fruits-veg/fruit,48
1989,3 za 2              ,-0.43,20.0,free-time/books-news-magazines,48
1990,Čaj Balzam na nervy 27g bio porc. dar.,3.85,20.0,basic/tea-coffee-soups,54
1991,088013961000004 Kvído - Angličtina v koc,18.99,20.0,basic/tea-coffee-soups,45
1992,Akčná cena          ,-2.0,20.0,meat/meat,45
1993,PEC ZSS ZAVIN MAK 400g,2.49,20.0,pastry/sweet,22
1994,COOP SYR TEK SAL NEU 100g,1.69,20.0,dairy/cheese,22
1995,PAP TOAL HARM PR 3vr 10ks,2.99,20.0,home/cleaning,22
1996,RAC MUSLI JAH-MANDL 750g,4.19,20.0,basic/morning,22
1997,OLEJ RACIOL REPKOVY 1l,2.49,20.0,basic/oil-acid-grease,22
1998,COOP OZ CIBULA ZLTA 1kg,1.69,10.0,fruits-veg/vegetable,22
1999,427320 Ch nohavice  ,14.99,20.0,pastry/sweet,3
2000,ZLAVA               ,-3.75,20.0,other,3
2001,425350 Pá boxerky   ,3.99,20.0,baby/supplies-hygiene,3
2002,ZLAVA               ,-1.0,20.0,other,3
2003,Makr.par.omáč.170g  ,1.79,20.0,meat/fish,3
2004,Sleď v par.om.170g  ,1.19,20.0,meat/fish,3
2005,Zakys.smotana 16%   ,0.65,10.0,dairy/cream,3
2006,Múka hladká 00 1kg  ,0.59,20.0,basic/sugar-flour-rice,3
2007,Múka polohrubá 1kg  ,0.59,20.0,basic/sugar-flour-rice,3
2008,Vanilín.cukor 5 ks  ,0.55,20.0,basic/sugar-flour-rice,3
2009,Cukor múčka 1kg     ,1.11,20.0,basic/sugar-flour-rice,3
2010,Farm.horné stehná   ,4.693396226415095,10.0,meat/meat,3
2011,Farm.horné stehná   ,4.685408299866131,10.0,meat/meat,3
2012,Zemiaky sladké      ,1.6926770708283314,20.0,fruits-veg/vegetable,3
2013,Bio banány          ,1.9931662870159448,20.0,fruits-veg/fruit,3
2014,Závin mak           ,1.99,20.0,pastry/sweet,3
2015,Závin tvaroh        ,1.99,20.0,dairy/cheese,3
2016,390634 Pá boxerky   ,5.99,20.0,baby/supplies-hygiene,3
2017,Kombinovaný vstup /1 hod,8.0,10.0,home/office,112
2018,"Hr.c.Pi.- Ne.,Sv. Deti od 1-12 rokov 1hod.",5.0,10.0,drinks/beer,112
2019,115 Halibut filet chladeny      Bal kg,27.8989898989899,20.0,meat/fish,113
2020,442 Losos orezy                 Bal kg,6.007194244604316,20.0,meat/fish,113
2021,Papierový pohár biely 300ml (8ks)       ,1.11,20.0,home/accessories,17
2022,Relax pomarančová šťava 100%1l          ,2.2,20.0,drinks/juice,17
2023,Relax 100% multivitamín 1l              ,2.2,20.0,drinks/juice,17
2024,SVK CHIPS SLAN. 140g,2.45,20.0,snacks/salty,17
2025,MILKA SUS PLN.MLIEC.COK 156g            ,2.65,20.0,snacks/sweet,17
2026,Pom-Bär chrumky s príchuťou kečup 50g   ,1.99,20.0,snacks/salty,17
2027,MILKA STICKS 112 g  ,1.99,20.0,dairy/joghurts,17
2028,"Miska papierová pol. 400ml (8ks), cukr.t",1.32,20.0,snacks/sweet,17
2029,"PACO GARCIA SEIS 0,1L 2017",4.8,10.0,basic/instant,114
2030,Couvert maly,0.5,10.0,basic/canned-fruits-vegetable,114
2031,2022,4.8,10.0,free-time/books-news-magazines,114
2032,Mandle Pražené Nelúpané 50 g,3.3,10.0,snacks/salty,114
2033,"HAART HAART TO HEART 0,1L 2022",4.9,10.0,dairy/cheese,114
