category,product_id,quantity
home/decorations,1302,1.0
pastry/sweet,1303,14.0
basic/tea-coffee-soups,1303,14.0
free-time/toys,1303,14.0
home/maintenence,1304,1.0
home/accessories,1304,1.0
home/decorations,1304,1.0
dairy/butter,1305,2.0
pastry/salty,1305,2.0
dairy/lact-free,1305,2.0
meat/meat,1306,1.0
meat/meat-products,1306,1.0
pastry/basic,1306,1.0
dairy/eggs,1307,3.0
dairy/joghurts,1307,3.0
pastry/salty,1307,3.0
pastry/sweet,1308,0.768
basic/tea-coffee-soups,1308,0.768
free-time/toys,1308,0.768
dairy/cheese,1309,1.0
frozen/instant,1309,1.0
meat/fish,1309,1.0
dairy/joghurts,1310,1.0
dairy/lact-free,1310,1.0
health/vitamins-ointments,1310,1.0
dairy/joghurts,1311,1.0
dairy/lact-free,1311,1.0
pastry/sweet,1311,1.0
dairy/joghurts,1312,1.0
dairy/lact-free,1312,1.0
pastry/salty,1312,1.0
fruits-veg/vegetable,1313,1.0
pastry/salty,1313,1.0
basic/sugar-flour-rice,1313,1.0
fruits-veg/vegetable,1314,1.0
fashion/clothes,1314,1.0
basic/baking,1314,1.0
home/office,1315,1.0
home/accessories,1315,1.0
basic/baking,1315,1.0
fruits-veg/vegetable,1316,2.0
basic/canned-fruits-vegetable,1316,2.0
dairy/cheese,1316,2.0
fruits-veg/vegetable,1317,2.0
dairy/cheese,1317,2.0
drinks/beer,1317,2.0
fruits-veg/vegetable,1318,1.0
drinks/beer,1318,1.0
basic/baking,1318,1.0
home/maintenence,1319,1.0
home/office,1319,1.0
basic/pasta,1319,1.0
basic/canned-fruits-vegetable,1320,1.0
baby/supplies-hygiene,1320,1.0
fruits-veg/fruit,1320,1.0
home/maintenence,1321,1.0
auto/care,1321,1.0
free-time/toys,1321,1.0
drugstore/beauty,1322,1.0
drugstore/hygiene,1322,1.0
home/maintenence,1322,1.0
snacks/sweet,1323,1.0
health/vitamins-ointments,1323,1.0
home/maintenence,1323,1.0
home/office,1324,0.868
home/accessories,1324,0.868
fruits-veg/vegetable,1324,0.868
health/vitamins-ointments,1325,2.0
dairy/joghurts,1325,2.0
dairy/lact-free,1325,2.0
snacks/sweet,1326,1.0
drugstore/hygiene,1326,1.0
home/maintenence,1326,1.0
home/maintenence,1327,1.0
drugstore/beauty,1327,1.0
drinks/beer,1327,1.0
home/maintenence,1328,1.0
drugstore/beauty,1328,1.0
home/office,1328,1.0
basic/morning,1329,2.0
health/vitamins-ointments,1329,2.0
snacks/sweet,1329,2.0
basic/canned-fruits-vegetable,1330,0.09
fruits-veg/fruit,1330,0.09
fruits-veg/vegetable,1330,0.09
basic/morning,1331,1.0
health/vitamins-ointments,1331,1.0
baby/supplies-hygiene,1331,1.0
dairy/joghurts,1332,8.0
snacks/sweet,1332,8.0
pastry/sweet,1332,8.0
basic/morning,1333,3.0
baby/food,1333,3.0
health/vitamins-ointments,1333,3.0
snacks/salty,1334,2.0
fruits-veg/vegetable,1334,2.0
drinks/alcohol,1334,2.0
snacks/salty,1335,4.0
meat/smoked,1335,4.0
free-time/toys,1335,4.0
snacks/salty,1336,1.0
home/office,1336,1.0
home/maintenence,1336,1.0
baby/supplies-hygiene,1337,3.0
drugstore/hygiene,1337,3.0
home/laundry,1337,3.0
drinks/juice,1338,1.0
drinks/non-alcoholic,1338,1.0
basic/canned-fruits-vegetable,1338,1.0
drinks/juice,1339,1.0
drinks/non-alcoholic,1339,1.0
home/plants-garden,1339,1.0
snacks/sweet,1340,3.04
drugstore/dental,1340,3.04
dairy/milk,1340,3.04
pastry/sweet,1341,2.0
basic/tea-coffee-soups,1341,2.0
free-time/toys,1341,2.0
pastry/sweet,1342,2.0
snacks/sweet,1342,2.0
snacks/salty,1342,2.0
pastry/sweet,1343,1.0
home/decorations,1343,1.0
drinks/beer,1343,1.0
free-time/visual,1344,1.0
home/office,1344,1.0
drugstore/beauty,1344,1.0
snacks/salty,1345,1.0
pastry/salty,1345,1.0
basic/tea-coffee-soups,1345,1.0
snacks/sweet,1346,1.0
frozen/sweet,1346,1.0
home/accessories,1346,1.0
drinks/non-alcoholic,1347,1.0
home/maintenence,1347,1.0
basic/tea-coffee-soups,1347,1.0
home/maintenence,1348,3.0
drugstore/beauty,1348,3.0
auto/care,1348,3.0
baby/supplies-hygiene,1349,1.0
home/maintenence,1349,1.0
home/cleaning,1349,1.0
home/cleaning,1350,1.0
drinks/wine,1350,1.0
drugstore/hygiene,1350,1.0
baby/supplies-hygiene,1351,1.0
home/maintenence,1351,1.0
home/cleaning,1351,1.0
baby/supplies-hygiene,1351,1.0
home/maintenence,1351,1.0
home/cleaning,1351,1.0
baby/supplies-hygiene,1352,1.0
home/maintenence,1352,1.0
home/cleaning,1352,1.0
home/cleaning,1353,1.0
drinks/non-alcoholic,1353,1.0
home/maintenence,1353,1.0
home/cleaning,1353,1.0
drinks/non-alcoholic,1353,1.0
home/maintenence,1353,1.0
drugstore/dental,1354,2.0
drugstore/beauty,1354,2.0
drugstore/hygiene,1354,2.0
drugstore/dental,1354,2.0
drugstore/beauty,1354,2.0
home/maintenence,1354,2.0
baby/food,1355,1.0
drinks/non-alcoholic,1355,1.0
drinks/mineral-water,1355,1.0
baby/food,1355,1.0
baby/fake-food,1355,1.0
drinks/non-alcoholic,1355,1.0
baby/food,1355,1.0
drinks/non-alcoholic,1355,1.0
baby/fake-food,1355,1.0
baby/food,1355,1.0
drinks/non-alcoholic,1355,1.0
baby/fake-food,1355,1.0
baby/food,1355,1.0
drinks/non-alcoholic,1355,1.0
drinks/mineral-water,1355,1.0
baby/food,1355,1.0
drinks/non-alcoholic,1355,1.0
drinks/mineral-water,1355,1.0
home/office,1356,1.0
meat/fish,1356,1.0
home/maintenence,1356,1.0
home/office,1356,1.0
basic/canned-fruits-vegetable,1356,1.0
home/plants-garden,1356,1.0
other,1357,1.0
free-time/other,1357,1.0
home/cleaning,1357,1.0
free-time/other,1358,1.0
home/maintenence,1358,1.0
drinks/alcohol,1358,1.0
free-time/other,1358,1.0
drugstore/hygiene,1358,1.0
drinks/wine,1358,1.0
home/maintenence,1359,1.0
health/medical-supplies,1359,1.0
drinks/non-alcoholic,1359,1.0
health/vitamins-ointments,1360,1.0
other,1360,1.0
home/maintenence,1360,1.0
health/medical-supplies,1361,1.0
home/laundry,1361,1.0
health/vitamins-ointments,1361,1.0
health/vitamins-ointments,1362,2.0
home/office,1362,2.0
dairy/lact-free,1362,2.0
auto/care,1363,0.902
home/maintenence,1363,0.902
health/medical-supplies,1363,0.902
drinks/mineral-water,1364,1.118
drinks/non-alcoholic,1364,1.118
home/maintenence,1364,1.118
meat/meat-products,1365,6.0
pastry/basic,1365,6.0
basic/sugar-flour-rice,1365,6.0
basic/spices,1366,4.0
drinks/beer,1366,4.0
fruits-veg/vegetable,1366,4.0
free-time/visual,1367,0.858
home/office,1367,0.858
baby/fake-food,1367,0.858
home/maintenence,1368,2.0
home/office,1368,2.0
basic/wheat-legumes,1368,2.0
basic/wheat-legumes,1369,1.0
health/vitamins-ointments,1369,1.0
other,1369,1.0
home/office,1370,1.0
basic/baking,1370,1.0
home/maintenence,1370,1.0
basic/baking,1371,1.0
snacks/sweet,1371,1.0
drinks/non-alcoholic,1371,1.0
basic/baking,1372,2.0
dairy/cheese,1372,2.0
fashion/clothes,1372,2.0
drinks/non-alcoholic,1373,1.0
drinks/mineral-water,1373,1.0
drugstore/beauty,1373,1.0
dairy/cheese,1374,1.0
fruits-veg/vegetable,1374,1.0
dairy/joghurts,1374,1.0
dairy/cheese,1374,1.0
fruits-veg/vegetable,1374,1.0
drinks/beer,1374,1.0
dairy/cheese,1374,1.0
fruits-veg/vegetable,1374,1.0
dairy/joghurts,1374,1.0
dairy/cheese,1374,1.0
fruits-veg/vegetable,1374,1.0
drinks/wine,1374,1.0
drinks/mineral-water,1375,1.0
meat/meat-products,1375,1.0
baby/food,1375,1.0
drinks/mineral-water,1376,1.0
dairy/milk,1376,1.0
drinks/non-alcoholic,1376,1.0
dairy/milk,1377,1.0
drinks/mineral-water,1377,1.0
drinks/non-alcoholic,1377,1.0
dairy/milk,1377,1.0
drinks/mineral-water,1377,1.0
fruits-veg/vegetable,1377,1.0
dairy/milk,1377,1.0
drinks/mineral-water,1377,1.0
fruits-veg/vegetable,1377,1.0
dairy/milk,1377,1.0
drinks/mineral-water,1377,1.0
fruits-veg/vegetable,1377,1.0
drinks/beer,1378,1.0
fruits-veg/vegetable,1378,1.0
dairy/cheese,1378,1.0
dairy/cheese,1379,1.0
meat/fish,1379,1.0
dairy/joghurts,1379,1.0
dairy/cheese,1379,1.0
meat/fish,1379,1.0
dairy/joghurts,1379,1.0
dairy/cheese,1379,1.0
dairy/joghurts,1379,1.0
meat/fish,1379,1.0
pastry/sweet,1380,1.0
drugstore/beauty,1380,1.0
basic/jams-marmelade-honey,1380,1.0
pastry/sweet,1380,1.0
meat/fish,1380,1.0
dairy/cheese,1380,1.0
snacks/sweet,1381,1.0
home/office,1381,1.0
health/medical-supplies,1381,1.0
snacks/sweet,1382,1.0
health/vitamins-ointments,1382,1.0
basic/morning,1382,1.0
dairy/milk,1383,1.0
pastry/sweet,1383,1.0
health/vitamins-ointments,1383,1.0
baby/food,1384,1.0
basic/tea-coffee-soups,1384,1.0
snacks/sweet,1384,1.0
pastry/sweet,1385,1.0
home/decorations,1385,1.0
drinks/wine,1385,1.0
pastry/sweet,1385,1.0
home/decorations,1385,1.0
snacks/sweet,1385,1.0
fruits-veg/fruit,1386,1.0
free-time/books-news-magazines,1386,1.0
meat/meat-products,1386,1.0
pastry/salty,1387,1.0
pastry/sweet,1387,1.0
meat/deli,1387,1.0
pastry/basic,1388,1.0
pastry/salty,1388,1.0
meat/deli,1388,1.0
pastry/basic,1388,1.0
pastry/salty,1388,1.0
meat/deli,1388,1.0
pastry/sweet,1389,1.0
drugstore/beauty,1389,1.0
pastry/salty,1389,1.0
pastry/sweet,1389,1.0
drugstore/beauty,1389,1.0
pastry/salty,1389,1.0
pastry/sweet,1390,1.0
dairy/joghurts,1390,1.0
snacks/sweet,1390,1.0
pastry/sweet,1390,1.0
dairy/joghurts,1390,1.0
snacks/sweet,1390,1.0
pastry/sweet,1391,4.0
snacks/sweet,1391,4.0
dairy/joghurts,1391,4.0
dairy/joghurts,1392,1.0
dairy/cheese,1392,1.0
pastry/sweet,1392,1.0
dairy/cheese,1392,1.0
dairy/joghurts,1392,1.0
basic/baking,1392,1.0
drugstore/dental,1393,2.0
snacks/salty,1393,2.0
dairy/joghurts,1393,2.0
drugstore/dental,1393,2.0
dairy/joghurts,1393,2.0
frozen/sweet,1393,2.0
home/maintenence,1394,2.0
home/cleaning,1394,2.0
other,1394,2.0
dairy/joghurts,1395,3.0
basic/baking,1395,3.0
basic/soy-products,1395,3.0
basic/soy-products,1396,2.0
home/laundry,1396,2.0
health/vitamins-ointments,1396,2.0
home/maintenence,1397,2.0
snacks/sweet,1397,2.0
health/vitamins-ointments,1397,2.0
home/maintenence,1397,2.0
snacks/sweet,1397,2.0
health/vitamins-ointments,1397,2.0
meat/meat-products,1398,2.0
meat/deli,1398,2.0
drinks/mineral-water,1398,2.0
basic/spread,1399,3.0
fruits-veg/fruit,1399,3.0
drinks/alcohol,1399,3.0
fruits-veg/fruit,1400,1.0
fruits-veg/vegetable,1400,1.0
drinks/mineral-water,1400,1.0
meat/meat-products,1401,1.0
pastry/basic,1401,1.0
fruits-veg/fruit,1401,1.0
meat/meat-products,1401,1.0
fruits-veg/fruit,1401,1.0
pastry/basic,1401,1.0
meat/meat-products,1401,1.0
pastry/basic,1401,1.0
fruits-veg/fruit,1401,1.0
meat/meat-products,1401,1.0
pastry/basic,1401,1.0
fruits-veg/fruit,1401,1.0
meat/meat-products,1401,1.0
fruits-veg/fruit,1401,1.0
pastry/basic,1401,1.0
dairy/cheese,1402,1.0
drinks/alcohol,1402,1.0
fruits-veg/vegetable,1402,1.0
dairy/cheese,1403,1.0
drinks/alcohol,1403,1.0
meat/meat-products,1403,1.0
dairy/cheese,1404,1.0
dairy/joghurts,1404,1.0
fruits-veg/vegetable,1404,1.0
fruits-veg/fruit,1405,1.0
snacks/salty,1405,1.0
meat/smoked,1405,1.0
frozen/fruit-vegetable,1406,1.0
home/decorations,1406,1.0
pastry/salty,1406,1.0
pastry/sweet,1407,1.0
basic/tea-coffee-soups,1407,1.0
snacks/sweet,1407,1.0
drinks/alcohol,1408,0.758
fruits-veg/vegetable,1408,0.758
basic/tea-coffee-soups,1408,0.758
snacks/sweet,1409,1.0
baby/food,1409,1.0
fruits-veg/dried-nuts,1409,1.0
snacks/sweet,1409,1.0
baby/food,1409,1.0
pastry/sweet,1409,1.0
snacks/salty,1410,1.0
fruits-veg/dried-nuts,1410,1.0
fruits-veg/fruit,1410,1.0
drinks/alcohol,1411,2.0
drinks/wine,1411,2.0
drinks/non-alcoholic,1411,2.0
drinks/wine,1412,1.106
drinks/alcohol,1412,1.106
drinks/non-alcoholic,1412,1.106
pastry/sweet,1413,1.0
snacks/sweet,1413,1.0
home/accessories,1413,1.0
basic/oil-acid-grease,1414,1.0
home/decorations,1414,1.0
basic/spices,1414,1.0
pastry/sweet,1415,1.0
dairy/joghurts,1415,1.0
fruits-veg/vegetable,1415,1.0
meat/meat-products,1416,1.0
meat/meat,1416,1.0
fashion/clothes,1416,1.0
meat/smoked,1417,1.0
meat/meat-products,1417,1.0
pastry/salty,1417,1.0
snacks/sweet,1418,2.0
health/vitamins-ointments,1418,2.0
health/medical-supplies,1418,2.0
basic/sauces,1419,1.0
basic/canned-fruits-vegetable,1419,1.0
baby/supplies-hygiene,1419,1.0
pastry/basic,1420,1.0
pastry/other,1420,1.0
meat/meat,1420,1.0
pastry/salty,1421,2.0
basic/spread,1421,2.0
frozen/instant,1421,2.0
drinks/alcohol,1422,2.0
meat/meat-products,1422,2.0
dairy/cheese,1422,2.0
drinks/alcohol,1423,1.0
meat/meat-products,1423,1.0
dairy/cheese,1423,1.0
home/plants-garden,1424,1.0
drugstore/beauty,1424,1.0
frozen/fruit-vegetable,1424,1.0
fruits-veg/fruit,1425,1.0
basic/canned-fruits-vegetable,1425,1.0
basic/pasta,1425,1.0
home/plants-garden,1426,1.0
drugstore/beauty,1426,1.0
frozen/fruit-vegetable,1426,1.0
fruits-veg/dried-nuts,1427,1.0
free-time/books-news-magazines,1427,1.0
snacks/sweet,1427,1.0
home/plants-garden,1428,0.954
drugstore/beauty,1428,0.954
frozen/fruit-vegetable,1428,0.954
baby/food,1429,2.0
basic/tea-coffee-soups,1429,2.0
snacks/sweet,1429,2.0
pets,1430,1.0
home/laundry,1430,1.0
drugstore/beauty,1430,1.0
pets,1430,1.0
home/laundry,1430,1.0
drugstore/beauty,1430,1.0
drugstore/hygiene,1431,1.0
baby/supplies-hygiene,1431,1.0
drugstore/beauty,1431,1.0
pastry/sweet,1432,1.0
snacks/sweet,1432,1.0
drugstore/beauty,1432,1.0
free-time/toys,1433,1.0
baby/supplies-hygiene,1433,1.0
drinks/juice,1433,1.0
free-time/toys,1433,1.0
baby/supplies-hygiene,1433,1.0
drinks/juice,1433,1.0
baby/food,1434,1.0
basic/tea-coffee-soups,1434,1.0
snacks/sweet,1434,1.0
dairy/cheese,1435,2.0
basic/tea-coffee-soups,1435,2.0
drinks/mineral-water,1435,2.0
snacks/sweet,1436,3.0
health/vitamins-ointments,1436,3.0
dairy/milk,1436,3.0
snacks/sweet,1436,3.0
health/vitamins-ointments,1436,3.0
dairy/milk,1436,3.0
dairy/cheese,1437,1.0
fruits-veg/vegetable,1437,1.0
eating,1437,1.0
dairy/butter,1438,1.0
basic/oil-acid-grease,1438,1.0
free-time/books-news-magazines,1438,1.0
dairy/cream,1439,1.0
dairy/joghurts,1439,1.0
basic/spread,1439,1.0
meat/smoked,1440,1.0
meat/meat-products,1440,1.0
dairy/cream,1440,1.0
fruits-veg/fruit,1441,2.0
fruits-veg/vegetable,1441,2.0
free-time/books-news-magazines,1441,2.0
home/maintenence,1442,2.0
baby/supplies-hygiene,1442,2.0
snacks/sweet,1442,2.0
meat/meat-products,1443,3.0
free-time/books-news-magazines,1443,3.0
home/plants-garden,1443,3.0
home/accessories,1444,2.0
home/office,1444,2.0
home/decorations,1444,2.0
health/medical-supplies,1445,1.0
dairy/lact-free,1445,1.0
auto/care,1445,1.0
eating,1446,1.0
fruits-veg/fruit,1446,1.0
drinks/wine,1446,1.0
dairy/cheese,1447,2.0
meat/fish,1447,2.0
home/accessories,1447,2.0
basic/baking,1448,1.0
basic/spread,1448,1.0
home/accessories,1448,1.0
fruits-veg/vegetable,1449,1.0
drinks/beer,1449,1.0
basic/canned-fruits-vegetable,1449,1.0
drinks/alcohol,1450,1.0
drinks/wine,1450,1.0
fruits-veg/vegetable,1450,1.0
fruits-veg/fruit,1451,8.0
meat/meat,1451,8.0
basic/instant,1451,8.0
drinks/beer,1452,1.0
dairy/cheese,1452,1.0
drinks/non-alcoholic-beer,1452,1.0
basic/sauces,1453,1.0
basic/flavoring,1453,1.0
basic/canned-fruits-vegetable,1453,1.0
free-time/books-news-magazines,1454,2.0
drinks/alcohol,1454,2.0
home/plants-garden,1454,2.0
home/plants-garden,1455,1.0
basic/baking,1455,1.0
drinks/beer,1455,1.0
meat/meat,1456,1.0
dairy/cheese,1456,1.0
meat/fish,1456,1.0
meat/meat,1457,2.0
basic/jams-marmelade-honey,1457,2.0
fashion/clothes,1457,2.0
basic/tea-coffee-soups,1458,1.0
drinks/non-alcoholic,1458,1.0
drinks/alcohol,1458,1.0
basic/tea-coffee-soups,1459,0.66
snacks/salty,1459,0.66
drinks/juice,1459,0.66
basic/tea-coffee-soups,1460,3.0
home/plants-garden,1460,3.0
fruits-veg/fruit,1460,3.0
auto/fuel,1461,2.0
other,1461,2.0
free-time/other,1461,2.0
snacks/sweet,1462,1.0
dairy/milk,1462,1.0
pastry/sweet,1462,1.0
other,1463,1.0
eating,1463,1.0
home/office,1463,1.0
eating,1464,1.0
free-time/books-news-magazines,1464,1.0
other,1464,1.0
eating,1464,1.0
free-time/books-news-magazines,1464,1.0
drinks/beer,1464,1.0
meat/meat,1465,1.0
pastry/sweet,1465,1.0
home/accessories,1465,1.0
meat/meat,1465,1.0
pastry/sweet,1465,1.0
home/accessories,1465,1.0
basic/pasta,1466,3.0
basic/canned-fish,1466,3.0
basic/baking,1466,3.0
basic/pasta,1466,3.0
basic/canned-fish,1466,3.0
meat/fish,1466,3.0
eating,1467,0.673
free-time/books-news-magazines,1467,0.673
other,1467,0.673
other,1468,1.0
eating,1468,1.0
basic/jams-marmelade-honey,1468,1.0
snacks/sweet,1469,1.0
drinks/alcohol,1469,1.0
frozen/instant,1469,1.0
drinks/non-alcoholic,1470,1.0
basic/canned-fruits-vegetable,1470,1.0
home/cleaning,1470,1.0
drinks/non-alcoholic,1470,1.0
basic/canned-fruits-vegetable,1470,1.0
home/cleaning,1470,1.0
home/maintenence,1471,1.0
drugstore/hygiene,1471,1.0
home/cleaning,1471,1.0
drugstore/hygiene,1471,1.0
home/maintenence,1471,1.0
drugstore/beauty,1471,1.0
home/maintenence,1471,1.0
drugstore/hygiene,1471,1.0
basic/sauces,1471,1.0
home/maintenence,1471,1.0
basic/sauces,1471,1.0
drugstore/beauty,1471,1.0
home/maintenence,1471,1.0
basic/sauces,1471,1.0
home/cleaning,1471,1.0
home/maintenence,1471,1.0
home/cleaning,1471,1.0
basic/sauces,1471,1.0
home/maintenence,1472,3.0
free-time/other,1472,3.0
basic/sauces,1472,3.0
home/maintenence,1472,3.0
free-time/other,1472,3.0
home/accessories,1472,3.0
home/maintenence,1472,3.0
free-time/other,1472,3.0
drinks/alcohol,1472,3.0
home/maintenence,1473,0.29
home/cleaning,1473,0.29
other,1473,0.29
home/cleaning,1473,0.29
home/maintenence,1473,0.29
other,1473,0.29
other,1473,0.29
home/maintenence,1473,0.29
home/cleaning,1473,0.29
dairy/cheese,1474,6.0
basic/soy-products,1474,6.0
meat/fish,1474,6.0
drinks/alcohol,1475,5.0
drinks/non-alcoholic,1475,5.0
drugstore/beauty,1475,5.0
drugstore/hygiene,1476,5.0
drugstore/beauty,1476,5.0
basic/sauces,1476,5.0
home/office,1477,3.0
home/plants-garden,1477,3.0
meat/deli,1477,3.0
basic/canned-fish,1478,4.0
basic/sauces,1478,4.0
pastry/salty,1478,4.0
health/vitamins-ointments,1479,1.0
snacks/sweet,1479,1.0
baby/supplies-hygiene,1479,1.0
fruits-veg/vegetable,1480,1.0
drinks/beer,1480,1.0
basic/flavoring,1480,1.0
fruits-veg/fruit,1481,1.0
dairy/milk,1481,1.0
snacks/sweet,1481,1.0
health/vitamins-ointments,1482,1.0
home/maintenence,1482,1.0
snacks/sweet,1482,1.0
dairy/milk,1483,4.0
drinks/mineral-water,1483,4.0
dairy/lact-free,1483,4.0
dairy/milk,1483,4.0
drinks/mineral-water,1483,4.0
dairy/lact-free,1483,4.0
home/maintenence,1484,0.566
snacks/sweet,1484,0.566
pastry/sweet,1484,0.566
pastry/basic,1485,1.0
basic/instant,1485,1.0
pastry/other,1485,1.0
basic/sugar-flour-rice,1486,1.0
meat/fish,1486,1.0
home/maintenence,1486,1.0
dairy/cheese,1487,2.0
dairy/joghurts,1487,2.0
drinks/beer,1487,2.0
basic/baking,1488,1.0
dairy/joghurts,1488,1.0
health/vitamins-ointments,1488,1.0
basic/canned-fruits-vegetable,1489,1.0
health/vitamins-ointments,1489,1.0
dairy/joghurts,1489,1.0
snacks/sweet,1490,1.0
home/maintenence,1490,1.0
fashion/clothes,1490,1.0
snacks/sweet,1491,1.0
drugstore/hygiene,1491,1.0
home/maintenence,1491,1.0
home/maintenence,1492,1.0
home/accessories,1492,1.0
pastry/other,1492,1.0
drugstore/beauty,1493,1.0
dairy/joghurts,1493,1.0
pastry/salty,1493,1.0
baby/supplies-hygiene,1494,3.0
basic/canned-fruits-vegetable,1494,3.0
home/maintenence,1494,3.0
baby/food,1495,3.0
baby/supplies-hygiene,1495,3.0
health/vitamins-ointments,1495,3.0
baby/food,1496,0.632
health/vitamins-ointments,1496,0.632
dairy/joghurts,1496,0.632
fruits-veg/fruit,1497,1.0
baby/supplies-hygiene,1497,1.0
baby/food,1497,1.0
baby/supplies-hygiene,1498,1.082
basic/canned-fruits-vegetable,1498,1.082
home/cleaning,1498,1.082
baby/supplies-hygiene,1498,1.082
home/cleaning,1498,1.082
basic/canned-fruits-vegetable,1498,1.082
baby/supplies-hygiene,1499,1.0
home/maintenence,1499,1.0
home/cleaning,1499,1.0
baby/supplies-hygiene,1500,1.0
fruits-veg/fruit,1500,1.0
baby/food,1500,1.0
health/vitamins-ointments,1501,2.0
snacks/sweet,1501,2.0
dairy/joghurts,1501,2.0
pastry/sweet,1502,1.0
baby/supplies-hygiene,1502,1.0
home/maintenence,1502,1.0
snacks/sweet,1503,4.0
health/vitamins-ointments,1503,4.0
dairy/lact-free,1503,4.0
home/maintenence,1504,2.0
home/accessories,1504,2.0
auto/care,1504,2.0
auto/care,1505,2.0
home/maintenence,1505,2.0
home/accessories,1505,2.0
drugstore/beauty,1506,1.0
home/maintenence,1506,1.0
home/accessories,1506,1.0
free-time/books-news-magazines,1507,3.0
basic/baking,1507,3.0
home/plants-garden,1507,3.0
basic/baking,1508,2.0
home/plants-garden,1508,2.0
free-time/books-news-magazines,1508,2.0
home/office,1509,2.0
home/maintenence,1509,2.0
auto/care,1509,2.0
drinks/alcohol,1510,1.0
home/decorations,1510,1.0
pastry/sweet,1510,1.0
home/office,1511,1.0
home/maintenence,1511,1.0
other,1511,1.0
home/office,1512,1.0
home/plants-garden,1512,1.0
meat/meat,1512,1.0
home/office,1513,1.0
home/maintenence,1513,1.0
health/vitamins-ointments,1513,1.0
home/office,1514,2.0
home/maintenence,1514,2.0
other,1514,2.0
free-time/visual,1515,1.0
drugstore/beauty,1515,1.0
basic/oil-acid-grease,1515,1.0
home/office,1516,2.0
meat/fish,1516,2.0
free-time/visual,1516,2.0
meat/fish,1517,2.0
home/office,1517,2.0
basic/instant,1517,2.0
home/office,1518,3.0
home/maintenence,1518,3.0
health/vitamins-ointments,1518,3.0
home/office,1519,5.0
other,1519,5.0
home/maintenence,1519,5.0
home/office,1520,3.0
home/plants-garden,1520,3.0
health/vitamins-ointments,1520,3.0
home/office,1521,1.0
health/vitamins-ointments,1521,1.0
home/maintenence,1521,1.0
home/maintenence,1522,1.0
basic/sauces,1522,1.0
snacks/sweet,1522,1.0
baby/supplies-hygiene,1523,1.0
dairy/milk,1523,1.0
baby/fake-food,1523,1.0
snacks/sweet,1524,1.0
drugstore/hygiene,1524,1.0
snacks/salty,1524,1.0
pastry/other,1525,1.0
health/vitamins-ointments,1525,1.0
home/office,1525,1.0
basic/sugar-flour-rice,1526,2.0
fruits-veg/vegetable,1526,2.0
home/accessories,1526,2.0
drinks/beer,1527,3.0
snacks/sweet,1527,3.0
free-time/toys,1527,3.0
home/plants-garden,1528,2.0
pastry/salty,1528,2.0
home/accessories,1528,2.0
basic/pasta,1529,1.0
home/plants-garden,1529,1.0
home/maintenence,1529,1.0
free-time/toys,1530,1.0
home/accessories,1530,1.0
meat/fish,1530,1.0
home/cleaning,1531,1.0
meat/fish,1531,1.0
basic/sauces,1531,1.0
fruits-veg/vegetable,1532,1.0
free-time/books-news-magazines,1532,1.0
dairy/cheese,1532,1.0
meat/meat-products,1533,1.0
fruits-veg/vegetable,1533,1.0
drinks/mineral-water,1533,1.0
fruits-veg/vegetable,1534,2.0
home/plants-garden,1534,2.0
drinks/beer,1534,2.0
meat/meat,1535,1.0
home/plants-garden,1535,1.0
basic/sugar-flour-rice,1535,1.0
dairy/eggs,1536,1.0
baby/fake-food,1536,1.0
fruits-veg/vegetable,1536,1.0
health/medical-supplies,1537,1.0
drugstore/beauty,1537,1.0
auto/care,1537,1.0
home/maintenence,1538,1.0
basic/tea-coffee-soups,1538,1.0
other,1538,1.0
basic/sauces,1539,2.0
basic/spread,1539,2.0
pastry/salty,1539,2.0
dairy/cream,1540,1.0
basic/baking,1540,1.0
basic/spread,1540,1.0
meat/deli,1541,1.0
meat/fish,1541,1.0
home/maintenence,1541,1.0
pastry/other,1542,1.0
basic/instant,1542,1.0
meat/meat-products,1542,1.0
meat/meat,1543,1.0
meat/meat-products,1543,1.0
pastry/basic,1543,1.0
pastry/other,1544,1.0
pastry/salty,1544,1.0
basic/instant,1544,1.0
dairy/milk,1545,1.0
dairy/joghurts,1545,1.0
drinks/non-alcoholic,1545,1.0
dairy/milk,1545,1.0
dairy/joghurts,1545,1.0
drinks/non-alcoholic,1545,1.0
dairy/eggs,1546,1.0
fruits-veg/vegetable,1546,1.0
home/accessories,1546,1.0
dairy/joghurts,1547,1.0
dairy/lact-free,1547,1.0
basic/spices,1547,1.0
basic/pasta,1548,1.0
basic/instant,1548,1.0
home/office,1548,1.0
drinks/alcohol,1549,1.0
basic/baking,1549,1.0
free-time/books-news-magazines,1549,1.0
fruits-veg/vegetable,1550,1.0
snacks/salty,1550,1.0
meat/fish,1550,1.0
snacks/sweet,1551,1.0
health/vitamins-ointments,1551,1.0
home/laundry,1551,1.0
basic/pasta,1552,2.0
home/accessories,1552,2.0
home/office,1552,2.0
basic/pasta,1553,0.744
basic/sauces,1553,0.744
basic/instant,1553,0.744
basic/sauces,1554,6.0
basic/pasta,1554,6.0
pastry/basic,1554,6.0
meat/meat-products,1555,6.0
basic/spread,1555,6.0
meat/meat,1555,6.0
meat/meat-products,1556,2.0
basic/spread,1556,2.0
meat/meat,1556,2.0
drinks/mineral-water,1557,1.0
free-time/books-news-magazines,1557,1.0
home/plants-garden,1557,1.0
drinks/non-alcoholic,1558,1.0
home/maintenence,1558,1.0
drinks/alcohol,1558,1.0
drinks/juice,1559,1.0
